Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score,Predikat,Kelompok_Jam_Belajar,Kelompok_Kehadiran,Kelompok_Stres
17,Male,5.98,86.9,8.9,4.7,3.1,2.13,No,Offline,Good,Good,Yes,3,Middle,5.1,92.92,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
23,Female,6.65,77.7,6.7,6.8,3.8,2.36,Yes,Online,Average,Average,No,2,Low,6.3,97.37,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
17,Female,2.02,87.7,8.0,8.7,3.3,2.94,No,Online,Average,Good,No,1,High,4.6,71.18,Cukup (60-75),2-4 jam,80-90%,Sangat Tinggi (7-10)
23,Female,3.97,93.5,6.8,5.1,4.4,2.98,No,Offline,Poor,Good,Yes,1,Low,5.2,76.33,Baik (75-90),2-4 jam,>90%,Tinggi (5-7)
17,Male,6.58,71.8,7.9,2.3,7.4,2.62,No,Offline,Good,Poor,No,3,Middle,1.6,97.57,Sangat Baik (>90),6-8 jam,70-80%,Rendah (1-3)
18,Female,1.48,82.4,6.2,6.7,3.5,3.5,No,Hybrid,Poor,Excellent,No,2,High,7.1,58.63,Kurang (<60),0-2 jam,80-90%,Tinggi (5-7)
21,Female,4.25,77.4,6.0,4.8,3.0,2.95,No,Hybrid,Good,Good,Yes,2,Low,5.1,77.57,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
18,Male,6.2,89.1,8.2,3.4,2.8,2.66,Yes,Online,Poor,Good,No,3,Low,3.1,99.0,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
18,Female,1.62,88.1,8.6,5.0,2.6,2.66,Yes,Hybrid,Poor,Excellent,No,3,Middle,4.3,71.84,Cukup (60-75),0-2 jam,80-90%,Tinggi (5-7)
24,Male,4.21,83.9,7.5,4.9,3.9,3.08,Yes,Hybrid,Good,Average,No,3,Middle,3.8,85.4,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
22,Male,5.11,69.5,7.9,4.1,5.5,2.76,No,Hybrid,Average,Average,No,1,Middle,4.6,87.03,Baik (75-90),4-6 jam,60-70%,Sedang (3-5)
22,Female,6.78,76.9,8.3,4.7,5.2,3.28,No,Offline,Average,Excellent,Yes,3,Middle,2.3,93.73,Sangat Baik (>90),6-8 jam,70-80%,Sedang (3-5)
17,Female,2.44,79.3,7.6,8.0,5.0,3.46,No,Offline,Good,Average,No,2,High,4.4,76.6,Baik (75-90),2-4 jam,70-80%,Sangat Tinggi (7-10)
23,Male,7.22,79.4,10.0,3.7,5.3,3.41,Yes,Hybrid,Average,Good,No,4,Low,3.4,99.01,Sangat Baik (>90),6-8 jam,70-80%,Sedang (3-5)
24,Female,5.61,74.2,8.5,6.6,2.1,2.86,Yes,Hybrid,Poor,Average,Yes,2,High,2.3,80.39,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
18,Female,7.39,82.5,6.8,4.6,5.8,2.8,No,Hybrid,Average,Poor,No,3,Low,1.8,99.7,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
24,Female,7.33,84.3,6.8,3.8,3.3,4.0,Yes,Hybrid,Good,Good,Yes,3,Middle,2.8,93.57,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
17,Male,5.68,83.2,7.1,7.7,1.3,3.43,Yes,Offline,Average,Average,No,3,Low,5.9,96.8,Sangat Baik (>90),4-6 jam,80-90%,Sangat Tinggi (7-10)
22,Female,5.97,72.7,7.5,3.0,4.7,3.1,No,Online,Average,Good,Yes,3,Middle,2.2,98.88,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
21,Male,1.52,76.4,6.0,7.1,3.4,2.56,No,Online,Good,Good,Yes,0,High,6.2,56.28,Kurang (<60),0-2 jam,70-80%,Sangat Tinggi (7-10)
20,Female,2.3,69.0,7.3,4.2,5.8,2.79,No,Hybrid,Average,Excellent,No,1,Low,3.5,74.18,Cukup (60-75),2-4 jam,60-70%,Sedang (3-5)
17,Male,2.99,73.1,6.2,3.2,2.8,2.87,No,Offline,Poor,Good,Yes,3,Middle,4.0,71.94,Cukup (60-75),2-4 jam,70-80%,Sedang (3-5)
24,Male,4.3,86.0,6.5,8.1,5.3,2.46,No,Offline,Good,Average,Yes,2,Middle,2.6,77.98,Baik (75-90),4-6 jam,80-90%,Sangat Tinggi (7-10)
21,Female,6.87,78.1,8.6,7.4,4.5,3.46,No,Offline,Poor,Excellent,Yes,2,Low,4.4,98.69,Sangat Baik (>90),6-8 jam,70-80%,Sangat Tinggi (7-10)
20,Male,1.43,78.4,7.5,8.5,2.7,2.29,Yes,Online,Average,Good,No,0,High,4.4,53.69,Kurang (<60),0-2 jam,70-80%,Sangat Tinggi (7-10)
19,Male,4.36,90.3,6.9,5.8,4.8,3.0,Yes,Hybrid,Average,Good,No,3,High,5.8,83.46,Baik (75-90),4-6 jam,>90%,Tinggi (5-7)
17,Male,2.36,74.6,8.2,3.0,3.2,3.07,Yes,Hybrid,Average,Excellent,Yes,2,High,4.4,94.89,Sangat Baik (>90),2-4 jam,70-80%,Sedang (3-5)
17,Female,1.88,80.2,7.8,6.8,3.4,2.39,No,Hybrid,Average,Good,No,0,Middle,6.0,58.24,Kurang (<60),0-2 jam,80-90%,Tinggi (5-7)
19,Male,7.95,66.0,8.6,2.3,5.5,3.67,Yes,Offline,Average,Good,Yes,1,Middle,5.4,90.78,Sangat Baik (>90),6-8 jam,60-70%,Rendah (1-3)
19,Female,5.2,88.8,8.1,6.1,2.0,2.82,No,Hybrid,Average,Good,No,1,Middle,8.3,94.73,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
17,Male,8.27,78.4,5.8,8.5,5.9,3.08,Yes,Offline,Poor,Average,Yes,0,Middle,5.0,85.47,Baik (75-90),> 8 jam,70-80%,Sangat Tinggi (7-10)
19,Male,7.37,87.7,7.3,7.0,3.1,3.02,Yes,Offline,Average,Average,Yes,1,Middle,2.0,94.68,Sangat Baik (>90),6-8 jam,80-90%,Sangat Tinggi (7-10)
18,Male,3.16,87.4,5.3,5.2,3.8,3.37,Yes,Online,Average,Good,Yes,2,High,8.0,64.0,Cukup (60-75),2-4 jam,80-90%,Tinggi (5-7)
20,Female,1.29,79.7,8.8,5.4,6.6,3.27,No,Hybrid,Poor,Average,No,1,High,5.4,73.92,Cukup (60-75),0-2 jam,70-80%,Tinggi (5-7)
20,Male,9.14,85.4,7.2,2.7,3.7,3.32,Yes,Offline,Poor,Poor,No,2,High,6.9,94.58,Sangat Baik (>90),> 8 jam,80-90%,Rendah (1-3)
20,Male,4.19,66.2,6.5,5.1,1.1,2.42,No,Online,Good,Poor,No,0,Middle,4.1,77.04,Baik (75-90),4-6 jam,60-70%,Tinggi (5-7)
23,Female,6.38,61.9,5.8,3.4,4.9,3.22,No,Online,Average,Average,No,0,High,4.1,88.85,Baik (75-90),6-8 jam,60-70%,Sedang (3-5)
19,Male,5.27,89.4,7.2,5.5,4.5,3.04,No,Online,Poor,Good,No,1,Middle,8.7,79.08,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
21,Male,3.66,85.9,8.9,1.8,4.5,2.79,No,Hybrid,Poor,Average,Yes,4,Middle,4.2,80.53,Baik (75-90),2-4 jam,80-90%,Rendah (1-3)
19,Female,4.31,93.7,6.5,2.9,6.2,3.6,Yes,Offline,Average,Good,Yes,3,Middle,8.3,93.61,Sangat Baik (>90),4-6 jam,>90%,Rendah (1-3)
17,Male,5.32,93.0,7.3,4.5,2.5,2.87,No,Hybrid,Average,Good,Yes,2,High,4.5,91.83,Sangat Baik (>90),4-6 jam,>90%,Sedang (3-5)
22,Male,5.15,95.1,6.9,5.6,4.0,3.19,No,Offline,Average,Good,No,3,Middle,5.2,90.89,Sangat Baik (>90),4-6 jam,>90%,Tinggi (5-7)
24,Female,6.51,78.3,7.8,6.2,5.1,3.13,No,Offline,Good,Average,No,2,Middle,6.3,93.13,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
24,Female,4.29,65.9,8.4,8.1,1.2,3.45,No,Hybrid,Poor,Excellent,No,0,High,4.0,71.97,Cukup (60-75),4-6 jam,60-70%,Sangat Tinggi (7-10)
20,Female,4.31,76.3,4.5,5.5,4.0,3.78,Yes,Online,Good,Excellent,Yes,3,Middle,5.9,83.29,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
19,Male,6.2,100.0,6.9,3.2,5.5,1.7,No,Hybrid,Poor,Excellent,Yes,1,Middle,3.8,85.93,Baik (75-90),6-8 jam,>90%,Sedang (3-5)
21,Male,5.63,85.5,5.7,4.3,3.7,3.42,No,Hybrid,Average,Excellent,No,2,Middle,3.6,99.03,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
17,Female,7.19,91.5,5.9,3.4,3.1,2.73,Yes,Offline,Average,Good,Yes,2,Middle,4.1,90.75,Sangat Baik (>90),6-8 jam,>90%,Sedang (3-5)
18,Male,4.5,87.6,7.9,6.8,3.2,3.25,No,Offline,Average,Good,No,1,Low,4.4,97.25,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
23,Female,4.8,85.8,8.8,4.7,3.4,3.29,No,Online,Average,Good,No,3,Middle,4.5,94.28,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
18,Female,2.69,77.1,6.3,7.2,3.0,2.48,Yes,Offline,Average,Good,Yes,0,Middle,5.7,50.82,Kurang (<60),2-4 jam,70-80%,Sangat Tinggi (7-10)
21,Male,8.0,69.4,8.1,6.2,1.8,3.26,Yes,Offline,Poor,Excellent,No,3,Middle,3.6,99.32,Sangat Baik (>90),> 8 jam,60-70%,Tinggi (5-7)
17,Female,2.21,88.7,5.4,2.8,3.8,2.79,No,Offline,Poor,Good,No,1,High,2.1,65.73,Cukup (60-75),2-4 jam,80-90%,Rendah (1-3)
20,Female,5.4,71.5,7.3,5.6,3.5,2.4,No,Online,Average,Excellent,Yes,1,Middle,6.2,78.96,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
19,Female,3.22,96.1,7.4,7.0,2.9,3.19,Yes,Online,Average,Average,No,3,High,6.9,84.84,Baik (75-90),2-4 jam,>90%,Sangat Tinggi (7-10)
17,Male,5.67,85.6,5.9,3.4,2.6,3.45,No,Hybrid,Average,Excellent,Yes,2,Middle,3.7,98.49,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
24,Male,6.49,86.7,7.9,2.7,7.8,2.64,No,Offline,Good,Good,No,3,Middle,1.7,87.92,Baik (75-90),6-8 jam,80-90%,Rendah (1-3)
23,Female,1.72,80.5,8.0,3.1,3.1,2.9,No,Offline,Average,Good,No,2,Low,6.2,74.03,Cukup (60-75),0-2 jam,80-90%,Sedang (3-5)
18,Male,4.58,63.8,6.6,4.2,5.4,2.57,No,Hybrid,Average,Average,No,3,Low,3.9,74.2,Cukup (60-75),4-6 jam,60-70%,Sedang (3-5)
23,Male,7.81,89.4,8.0,6.1,4.2,2.72,No,Offline,Average,Excellent,No,1,Low,5.3,86.03,Baik (75-90),6-8 jam,80-90%,Tinggi (5-7)
21,Female,4.11,68.1,8.0,6.4,3.5,2.64,Yes,Offline,Poor,Average,Yes,3,High,6.2,70.04,Cukup (60-75),4-6 jam,60-70%,Tinggi (5-7)
21,Male,1.85,68.6,7.6,2.3,5.4,3.59,Yes,Offline,Good,Good,Yes,1,Low,6.0,83.58,Baik (75-90),0-2 jam,60-70%,Rendah (1-3)
19,Female,3.6,94.6,8.5,3.3,2.4,2.88,No,Offline,Average,Average,Yes,1,High,4.5,86.5,Baik (75-90),2-4 jam,>90%,Sedang (3-5)
21,Male,7.62,60.0,7.3,5.4,3.9,3.49,Yes,Hybrid,Average,Excellent,Yes,2,Middle,4.6,84.27,Baik (75-90),6-8 jam,60-70%,Tinggi (5-7)
21,Male,7.98,79.4,7.3,7.7,3.6,2.91,No,Hybrid,Poor,Good,Yes,1,Middle,5.4,85.27,Baik (75-90),6-8 jam,70-80%,Sangat Tinggi (7-10)
17,Male,7.54,83.7,6.5,5.5,2.3,3.13,No,Offline,Poor,Average,Yes,3,Low,3.8,91.6,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
24,Female,3.43,99.2,7.5,8.4,4.7,2.55,No,Offline,Poor,Average,No,0,Middle,4.9,60.47,Cukup (60-75),2-4 jam,>90%,Sangat Tinggi (7-10)
20,Male,4.7,90.5,7.4,5.4,2.9,2.86,Yes,Online,Average,Good,No,2,Low,4.5,92.92,Sangat Baik (>90),4-6 jam,>90%,Tinggi (5-7)
19,Female,8.27,84.5,9.2,7.5,3.7,2.45,Yes,Offline,Average,Poor,Yes,3,Middle,2.5,86.41,Baik (75-90),> 8 jam,80-90%,Sangat Tinggi (7-10)
17,Female,3.54,63.3,8.4,6.5,5.2,1.89,No,Online,Good,Good,No,1,Middle,6.3,54.05,Kurang (<60),2-4 jam,60-70%,Tinggi (5-7)
20,Male,4.33,77.6,6.5,4.4,4.9,2.78,Yes,Online,Good,Excellent,Yes,2,Middle,2.1,87.38,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
23,Female,3.09,63.7,5.7,4.0,4.9,3.71,Yes,Hybrid,Good,Excellent,No,2,High,3.7,81.35,Baik (75-90),2-4 jam,60-70%,Sedang (3-5)
17,Male,2.67,82.8,5.7,5.4,4.1,2.74,Yes,Hybrid,Average,Poor,No,1,Middle,4.8,65.89,Cukup (60-75),2-4 jam,80-90%,Tinggi (5-7)
17,Female,6.26,89.9,6.0,4.1,3.3,2.91,No,Hybrid,Poor,Good,No,2,Middle,5.9,86.06,Baik (75-90),6-8 jam,80-90%,Sedang (3-5)
21,Male,5.9,86.4,6.0,3.1,4.5,2.92,Yes,Offline,Poor,Average,Yes,2,High,6.1,81.98,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
20,Male,6.16,75.0,6.2,5.1,3.1,2.71,No,Online,Poor,Poor,Yes,2,Low,5.6,95.81,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
19,Male,7.04,84.3,6.9,5.2,4.4,3.07,Yes,Online,Poor,Average,Yes,3,Middle,3.5,93.98,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
20,Male,4.99,81.3,5.5,4.8,2.9,3.17,No,Hybrid,Average,Poor,No,1,Low,5.3,89.1,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
21,Female,4.32,80.4,7.7,5.7,4.1,3.42,Yes,Offline,Average,Average,No,1,Middle,4.6,84.54,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
18,Male,2.95,87.4,6.7,7.1,4.3,3.58,No,Offline,Good,Good,No,0,Middle,5.9,64.26,Cukup (60-75),2-4 jam,80-90%,Sangat Tinggi (7-10)
17,Female,7.16,80.9,7.1,4.1,6.0,2.7,No,Offline,Good,Good,Yes,4,Middle,1.0,97.59,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
21,Male,3.97,76.6,8.9,2.6,2.4,2.36,Yes,Offline,Good,Good,No,3,Middle,4.7,96.42,Sangat Baik (>90),2-4 jam,70-80%,Rendah (1-3)
22,Female,2.01,83.9,6.0,4.3,3.8,3.18,Yes,Offline,Poor,Good,Yes,0,Low,6.3,70.08,Cukup (60-75),2-4 jam,80-90%,Sedang (3-5)
24,Female,4.46,73.5,7.0,4.3,4.7,3.42,Yes,Online,Poor,Poor,Yes,2,Middle,4.4,83.25,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
23,Female,5.05,92.1,9.5,3.4,6.3,3.63,No,Online,Poor,Excellent,No,1,Middle,5.5,85.35,Baik (75-90),4-6 jam,>90%,Sedang (3-5)
20,Male,6.67,88.2,9.0,3.9,2.7,3.41,No,Offline,Average,Average,Yes,2,Middle,4.4,97.14,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
24,Male,7.01,60.4,8.5,2.9,5.6,2.59,Yes,Offline,Average,Good,Yes,1,Low,2.8,91.77,Sangat Baik (>90),6-8 jam,60-70%,Rendah (1-3)
17,Male,3.54,77.5,5.1,3.8,5.2,3.31,Yes,Online,Average,Good,No,2,Middle,5.1,68.33,Cukup (60-75),2-4 jam,70-80%,Sedang (3-5)
19,Female,3.4,79.0,6.2,6.2,5.6,2.92,No,Hybrid,Average,Average,No,0,Middle,4.0,66.79,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
23,Male,4.34,79.6,7.2,3.8,6.1,2.33,Yes,Offline,Average,Excellent,No,1,Low,7.3,73.97,Cukup (60-75),4-6 jam,70-80%,Sedang (3-5)
24,Female,2.58,85.0,5.6,4.9,3.9,2.92,No,Hybrid,Average,Good,Yes,1,Middle,5.6,88.46,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
18,Male,4.78,93.1,5.8,3.0,2.7,3.15,No,Online,Poor,Poor,Yes,3,Middle,2.1,99.47,Sangat Baik (>90),4-6 jam,>90%,Sedang (3-5)
24,Female,5.92,94.6,8.7,5.8,4.8,3.77,No,Offline,Good,Excellent,No,2,Low,5.0,89.2,Baik (75-90),4-6 jam,>90%,Tinggi (5-7)
22,Female,5.09,61.5,4.8,10.0,3.7,3.47,No,Offline,Average,Good,No,0,Middle,6.4,60.03,Cukup (60-75),4-6 jam,60-70%,Sangat Tinggi (7-10)
19,Female,1.77,88.8,5.9,2.0,3.2,3.3,No,Hybrid,Average,Good,No,2,Middle,3.5,82.61,Baik (75-90),0-2 jam,80-90%,Rendah (1-3)
20,Male,2.62,62.0,6.2,8.6,0.5,1.79,No,Online,Poor,Good,No,0,High,7.3,43.23,Kurang (<60),2-4 jam,60-70%,Sangat Tinggi (7-10)
17,Male,7.57,90.4,10.0,3.4,4.5,1.53,No,Offline,Good,Excellent,No,2,Middle,5.1,93.08,Sangat Baik (>90),6-8 jam,>90%,Sedang (3-5)
20,Male,2.97,84.5,6.9,8.2,7.4,2.63,No,Hybrid,Good,Poor,Yes,0,Middle,7.4,59.54,Kurang (<60),2-4 jam,80-90%,Sangat Tinggi (7-10)
23,Male,6.48,72.5,6.2,4.1,2.6,2.53,No,Offline,Poor,Average,No,1,Low,8.1,81.38,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
17,Female,6.26,75.5,5.8,6.8,5.5,3.0,No,Online,Poor,Good,No,0,High,5.3,72.33,Cukup (60-75),6-8 jam,70-80%,Tinggi (5-7)
21,Female,4.36,75.5,6.3,5.6,6.7,2.75,No,Hybrid,Average,Poor,No,0,High,4.7,73.55,Cukup (60-75),4-6 jam,70-80%,Tinggi (5-7)
18,Female,3.01,92.0,8.6,8.8,3.8,3.27,No,Hybrid,Poor,Good,Yes,2,Low,5.5,79.87,Baik (75-90),2-4 jam,>90%,Sangat Tinggi (7-10)
21,Male,5.42,74.7,6.7,2.8,7.3,2.83,No,Online,Poor,Average,No,1,Low,4.8,73.3,Cukup (60-75),4-6 jam,70-80%,Rendah (1-3)
21,Female,3.23,76.2,7.6,5.3,3.0,2.69,Yes,Online,Poor,Average,No,0,Middle,4.6,68.31,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
20,Female,4.65,84.2,6.0,3.9,4.4,3.49,No,Online,Average,Poor,No,0,Middle,2.8,86.76,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
23,Female,5.21,96.2,8.5,1.9,3.2,3.05,Yes,Online,Good,Good,No,1,Low,1.0,95.38,Sangat Baik (>90),4-6 jam,>90%,Rendah (1-3)
18,Male,3.57,74.6,9.4,3.2,4.4,2.44,Yes,Online,Poor,Excellent,Yes,0,Middle,6.8,63.97,Cukup (60-75),2-4 jam,70-80%,Sedang (3-5)
24,Male,4.55,82.9,7.2,3.2,4.9,3.07,No,Hybrid,Poor,Average,Yes,3,Middle,2.0,82.58,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
17,Male,4.38,73.1,6.4,7.0,6.3,2.52,No,Offline,Good,Good,Yes,0,Middle,4.3,66.18,Cukup (60-75),4-6 jam,70-80%,Sangat Tinggi (7-10)
17,Female,2.53,90.1,5.5,1.5,3.8,3.41,Yes,Offline,Good,Average,Yes,2,Middle,5.3,77.37,Baik (75-90),2-4 jam,>90%,Rendah (1-3)
22,Female,4.62,69.0,7.7,4.7,5.1,2.98,Yes,Online,Poor,Good,No,1,Middle,4.1,81.13,Baik (75-90),4-6 jam,60-70%,Sedang (3-5)
19,Male,3.73,83.9,6.3,7.6,3.0,2.59,Yes,Online,Average,Poor,Yes,2,High,8.3,73.19,Cukup (60-75),2-4 jam,80-90%,Sangat Tinggi (7-10)
22,Male,1.35,84.1,9.0,7.2,4.8,3.71,No,Offline,Good,Good,No,1,Middle,2.9,72.74,Cukup (60-75),0-2 jam,80-90%,Sangat Tinggi (7-10)
24,Female,4.32,76.5,7.7,5.7,4.9,2.09,No,Online,Average,Good,Yes,1,Middle,7.7,84.82,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
22,Female,4.43,91.3,5.5,4.2,3.8,3.66,Yes,Offline,Good,Excellent,Yes,2,High,5.8,94.37,Sangat Baik (>90),4-6 jam,>90%,Sedang (3-5)
17,Male,3.79,98.4,5.9,5.2,1.3,2.92,Yes,Online,Poor,Average,Yes,3,Low,6.2,77.12,Baik (75-90),2-4 jam,>90%,Tinggi (5-7)
20,Female,0.88,80.3,5.7,6.0,5.4,2.88,Yes,Hybrid,Average,Good,No,2,High,8.3,58.19,Kurang (<60),0-2 jam,80-90%,Tinggi (5-7)
23,Female,6.37,82.1,9.0,6.5,4.7,2.9,Yes,Offline,Good,Excellent,Yes,2,Middle,1.0,98.07,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
21,Male,6.3,91.7,7.4,5.7,2.5,3.67,Yes,Online,Good,Average,No,3,Low,4.4,95.95,Sangat Baik (>90),6-8 jam,>90%,Tinggi (5-7)
21,Female,5.65,88.1,6.2,5.9,2.4,2.55,Yes,Online,Poor,Average,No,2,High,2.8,75.04,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
18,Female,2.49,81.0,8.5,6.7,2.9,2.55,No,Online,Poor,Excellent,No,1,Middle,5.1,62.01,Cukup (60-75),2-4 jam,80-90%,Tinggi (5-7)
17,Male,5.25,79.6,6.8,8.4,3.7,3.85,No,Online,Poor,Poor,Yes,3,Low,3.4,97.13,Sangat Baik (>90),4-6 jam,70-80%,Sangat Tinggi (7-10)
24,Female,3.14,72.9,7.4,1.7,4.1,2.99,No,Offline,Average,Average,Yes,2,High,2.7,89.71,Baik (75-90),2-4 jam,70-80%,Rendah (1-3)
24,Female,9.38,77.6,5.5,4.4,3.2,3.67,Yes,Hybrid,Good,Poor,No,2,Middle,5.0,96.97,Sangat Baik (>90),> 8 jam,70-80%,Sedang (3-5)
23,Female,3.96,80.4,7.2,5.4,3.5,2.78,No,Hybrid,Poor,Excellent,No,0,Middle,4.4,79.45,Baik (75-90),2-4 jam,80-90%,Tinggi (5-7)
20,Male,6.34,96.5,7.5,5.1,4.7,1.83,Yes,Offline,Average,Poor,No,1,Middle,5.6,74.87,Cukup (60-75),6-8 jam,>90%,Tinggi (5-7)
18,Female,1.9,88.6,5.5,6.4,2.0,2.88,Yes,Offline,Average,Excellent,Yes,1,Middle,6.0,59.55,Kurang (<60),0-2 jam,80-90%,Tinggi (5-7)
19,Female,2.64,59.5,8.0,5.6,4.6,3.04,No,Online,Good,Good,Yes,1,Middle,5.6,68.81,Cukup (60-75),2-4 jam,<60%,Tinggi (5-7)
20,Male,3.93,75.1,7.9,6.9,2.5,3.65,No,Online,Good,Poor,Yes,2,Low,2.7,89.63,Baik (75-90),2-4 jam,70-80%,Tinggi (5-7)
22,Female,6.41,92.1,7.9,6.2,4.1,2.46,No,Offline,Average,Good,No,2,Middle,2.3,89.31,Baik (75-90),6-8 jam,>90%,Tinggi (5-7)
20,Female,6.1,91.2,3.0,2.8,4.5,2.55,Yes,Offline,Good,Average,Yes,0,Middle,4.5,79.33,Baik (75-90),6-8 jam,>90%,Rendah (1-3)
20,Female,5.58,63.0,9.2,2.5,2.5,2.78,No,Online,Good,Good,No,2,High,2.4,91.93,Sangat Baik (>90),4-6 jam,60-70%,Rendah (1-3)
21,Male,1.29,79.1,6.5,4.4,4.7,3.06,Yes,Hybrid,Average,Good,Yes,0,Middle,7.5,69.39,Cukup (60-75),0-2 jam,70-80%,Sedang (3-5)
20,Female,7.26,95.5,6.8,4.1,6.0,2.51,No,Hybrid,Average,Good,No,1,Middle,2.0,89.2,Baik (75-90),6-8 jam,>90%,Sedang (3-5)
24,Male,3.15,73.3,5.4,5.6,1.9,3.43,No,Online,Average,Poor,Yes,3,Low,7.6,88.76,Baik (75-90),2-4 jam,70-80%,Tinggi (5-7)
22,Male,8.23,76.2,6.5,8.6,3.2,3.24,No,Offline,Average,Good,No,2,High,4.1,95.45,Sangat Baik (>90),> 8 jam,70-80%,Sangat Tinggi (7-10)
22,Female,8.73,81.1,6.7,6.6,3.4,2.55,No,Offline,Good,Excellent,Yes,1,Middle,4.3,87.64,Baik (75-90),> 8 jam,80-90%,Tinggi (5-7)
17,Male,6.65,70.2,8.4,3.1,7.9,3.35,Yes,Online,Average,Good,No,4,Middle,3.2,89.62,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
20,Female,6.98,90.5,5.6,3.0,4.8,3.23,Yes,Online,Average,Excellent,No,3,High,4.6,96.18,Sangat Baik (>90),6-8 jam,>90%,Sedang (3-5)
21,Male,2.48,82.0,7.3,4.2,2.7,2.96,Yes,Online,Poor,Average,Yes,2,High,3.8,89.12,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
20,Male,10.16,82.1,7.6,3.2,4.4,3.15,No,Offline,Average,Excellent,No,3,Middle,4.0,97.02,Sangat Baik (>90),> 8 jam,80-90%,Sedang (3-5)
19,Male,5.44,73.6,6.7,6.7,2.2,2.97,Yes,Offline,Average,Average,No,2,Middle,5.6,85.09,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
21,Female,3.28,76.8,7.4,6.2,5.1,2.5,Yes,Hybrid,Average,Excellent,No,1,High,7.3,68.94,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
17,Female,4.87,72.4,5.0,9.5,3.5,3.12,Yes,Offline,Poor,Excellent,No,0,Middle,7.0,57.05,Kurang (<60),4-6 jam,70-80%,Sangat Tinggi (7-10)
17,Male,2.63,78.5,6.5,4.7,5.5,2.36,No,Offline,Poor,Good,Yes,1,Middle,4.6,59.82,Kurang (<60),2-4 jam,70-80%,Sedang (3-5)
22,Male,4.52,67.2,6.3,4.9,5.0,3.3,No,Hybrid,Average,Average,Yes,3,Low,1.0,90.67,Sangat Baik (>90),4-6 jam,60-70%,Sedang (3-5)
18,Male,5.51,100.0,9.6,6.7,1.2,3.24,No,Online,Average,Good,No,2,Middle,4.3,91.15,Sangat Baik (>90),4-6 jam,>90%,Tinggi (5-7)
21,Male,7.79,72.4,5.9,5.6,3.9,2.42,No,Online,Poor,Excellent,Yes,3,Middle,6.5,96.17,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
20,Female,5.96,71.3,9.3,6.7,5.6,3.45,No,Hybrid,Good,Average,No,1,Middle,3.8,90.54,Sangat Baik (>90),4-6 jam,70-80%,Tinggi (5-7)
23,Male,5.49,80.2,6.3,9.3,1.9,2.56,No,Offline,Average,Excellent,Yes,1,Low,7.0,53.1,Kurang (<60),4-6 jam,80-90%,Sangat Tinggi (7-10)
21,Female,5.08,83.2,7.1,4.2,5.5,3.29,Yes,Online,Good,Average,No,2,Low,4.8,95.6,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
